student_id,age,cgpa,backlogs,attendance_percentage,aptitude_test_score,coding_skill_score,problem_solving_score,teamwork_score,communication_score,leadership_score,mock_interview_score,extracurricular_score,internships_done,projects_count,hackathon_participation,recommended_career,alt_career_1,alt_career_2,match_confidence,skill_gap_1,skill_gap_2,skill_gap_3,gap_severity,readiness_score,est_weeks_to_ready,peer_benchmark_percentile,learning_roadmap_url
340,20,6.5,0,95,67,70,96,55,55,60,71,52,0,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,75,aptitude_test_score,communication_score,leadership_score,Low,54,9,46,https://roadmap.sh/cyber-security
341,20,8.4,0,71,85,76,84,66,64,67,81,41,1,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,75,leadership_score,teamwork_score,aptitude_test_score,Low,57,8,52,https://roadmap.sh/cyber-security
342,21,9.4,1,76,89,92,97,51,69,63,55,64,1,1,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,81,leadership_score,aptitude_test_score,problem_solving_score,Low,57,8,51,https://roadmap.sh/blockchain
343,19,5.5,0,59,57,40,76,70,78,53,52,73,1,3,No,UI/UX Designer,Product Manager,Mobile App Developer,61,coding_skill_score,leadership_score,problem_solving_score,Medium,51,9,49,https://roadmap.sh/ux-design
344,20,8.5,0,93,95,71,73,61,63,52,81,57,1,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,78,teamwork_score,communication_score,aptitude_test_score,Low,64,7,58,https://roadmap.sh/ai-data-scientist
345,19,6.6,0,72,77,46,63,85,80,82,82,79,1,2,Yes,Product Manager,UI/UX Designer,Data Scientist,75,problem_solving_score,teamwork_score,communication_score,Medium,57,8,47,https://roadmap.sh/product-manager
346,24,7.8,0,94,76,78,66,66,76,70,32,62,0,2,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,65,communication_score,problem_solving_score,coding_skill_score,Medium,45,11,35,https://roadmap.sh/full-stack
347,23,6.6,0,80,87,75,84,52,78,63,60,47,0,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,61,communication_score,teamwork_score,extracurricular_score,Low,45,11,36,https://roadmap.sh/cyber-security
348,24,7.8,3,76,85,80,84,46,56,54,71,67,1,1,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,76,teamwork_score,problem_solving_score,extracurricular_score,Low,54,9,51,https://roadmap.sh/blockchain
349,24,9.7,0,74,80,75,88,56,76,47,61,47,1,1,No,AI / ML Engineer,Data Scientist,Full Stack Developer,82,coding_skill_score,teamwork_score,leadership_score,Low,58,8,50,https://roadmap.sh/ai-engineer
350,21,7.2,0,96,57,74,72,77,62,43,31,58,1,5,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,problem_solving_score,teamwork_score,leadership_score,Medium,66,6,61,https://roadmap.sh/android
351,19,6.1,0,59,55,52,54,84,92,56,88,73,2,2,Yes,UI/UX Designer,Product Manager,Mobile App Developer,69,teamwork_score,coding_skill_score,aptitude_test_score,High,59,8,49,https://roadmap.sh/ux-design
352,19,8.1,0,59,66,79,75,75,75,54,34,56,0,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,71,teamwork_score,leadership_score,extracurricular_score,Medium,51,9,42,https://roadmap.sh/android
353,23,9.1,0,57,85,51,63,87,89,81,78,74,0,1,Yes,Product Manager,UI/UX Designer,Data Scientist,76,leadership_score,coding_skill_score,problem_solving_score,Medium,48,10,39,https://roadmap.sh/product-manager
354,19,7.1,0,86,81,96,82,68,68,55,71,65,0,1,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,63,problem_solving_score,extracurricular_score,aptitude_test_score,Low,40,12,39,https://roadmap.sh/blockchain
355,24,7.3,2,94,65,75,82,67,63,42,90,63,0,1,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,67,problem_solving_score,coding_skill_score,leadership_score,Medium,43,11,34,https://roadmap.sh/android
356,23,7.1,0,89,71,79,79,65,50,55,47,58,0,4,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,70,problem_solving_score,teamwork_score,coding_skill_score,Low,54,9,43,https://roadmap.sh/blockchain
357,23,6.7,0,76,68,39,75,70,83,91,77,76,2,4,Yes,Product Manager,UI/UX Designer,Data Scientist,74,coding_skill_score,problem_solving_score,communication_score,Medium,68,6,65,https://roadmap.sh/product-manager
358,21,6.9,0,98,74,100,86,51,58,42,45,58,0,1,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,73,coding_skill_score,communication_score,problem_solving_score,Low,46,10,39,https://roadmap.sh/blockchain
359,22,7.5,0,63,69,88,77,62,68,41,42,51,2,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,77,coding_skill_score,communication_score,teamwork_score,Low,67,6,61,https://roadmap.sh/blockchain
360,23,8.8,0,73,75,81,82,60,60,59,87,64,0,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,extracurricular_score,problem_solving_score,leadership_score,Low,65,7,60,https://roadmap.sh/full-stack
361,20,6.7,0,70,56,77,80,55,65,43,67,61,1,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,81,coding_skill_score,communication_score,leadership_score,Medium,63,7,57,https://roadmap.sh/android
362,22,9.0,0,61,62,96,75,65,56,51,74,53,1,1,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,coding_skill_score,communication_score,aptitude_test_score,Low,54,9,45,https://roadmap.sh/android
363,22,9.2,0,56,70,84,82,74,74,42,41,66,1,1,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,76,communication_score,teamwork_score,aptitude_test_score,Low,54,9,51,https://roadmap.sh/android
364,23,6.8,0,94,67,83,91,71,69,54,69,47,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,67,communication_score,aptitude_test_score,extracurricular_score,Low,52,9,50,https://roadmap.sh/ai-engineer
365,24,7.1,0,90,69,80,85,65,73,66,51,70,0,3,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,69,extracurricular_score,teamwork_score,problem_solving_score,Low,50,10,45,https://roadmap.sh/ai-engineer
366,21,9.4,0,82,78,54,61,87,100,97,62,77,0,2,No,Product Manager,UI/UX Designer,Data Scientist,82,communication_score,leadership_score,aptitude_test_score,Medium,55,9,54,https://roadmap.sh/product-manager
367,19,6.3,1,60,81,69,75,75,61,47,34,58,1,1,No,Data Scientist,AI / ML Engineer,Cloud Engineer,63,extracurricular_score,problem_solving_score,leadership_score,Low,46,10,46,https://roadmap.sh/ai-data-scientist
368,20,6.8,2,89,68,82,74,57,53,59,31,66,1,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,74,communication_score,leadership_score,aptitude_test_score,Medium,56,8,55,https://roadmap.sh/ai-engineer
369,23,7.6,0,88,71,47,63,85,85,87,80,69,1,2,Yes,Product Manager,UI/UX Designer,Data Scientist,69,problem_solving_score,aptitude_test_score,teamwork_score,Medium,53,9,49,https://roadmap.sh/product-manager
370,21,8.2,0,89,63,97,68,61,60,47,87,58,0,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,69,communication_score,aptitude_test_score,teamwork_score,Low,44,11,36,https://roadmap.sh/full-stack
371,21,7.9,0,75,64,72,71,75,65,74,64,47,0,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,79,aptitude_test_score,problem_solving_score,coding_skill_score,Medium,53,9,50,https://roadmap.sh/devops
372,21,6.9,0,85,71,37,71,74,84,74,72,76,3,4,No,UI/UX Designer,Product Manager,Mobile App Developer,91,coding_skill_score,problem_solving_score,leadership_score,Medium,84,4,71,https://roadmap.sh/ux-design
373,22,5.6,0,69,67,86,82,70,77,54,42,43,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,60,leadership_score,communication_score,coding_skill_score,Low,48,10,46,https://roadmap.sh/devops
374,23,6.3,0,93,75,84,85,61,66,46,39,49,3,5,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,86,aptitude_test_score,extracurricular_score,communication_score,Low,84,4,78,https://roadmap.sh/cyber-security
375,22,6.4,1,81,77,89,83,72,76,45,57,47,1,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,72,aptitude_test_score,communication_score,leadership_score,Low,61,7,54,https://roadmap.sh/ai-data-scientist
376,19,9.5,0,79,95,83,84,77,76,47,41,49,0,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,80,extracurricular_score,communication_score,aptitude_test_score,Low,57,8,54,https://roadmap.sh/ai-data-scientist
377,21,5.7,0,92,64,73,66,74,61,62,80,61,1,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,63,teamwork_score,extracurricular_score,aptitude_test_score,Medium,52,9,47,https://roadmap.sh/android
378,19,7.6,0,70,69,95,87,73,71,64,34,61,0,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,72,teamwork_score,extracurricular_score,communication_score,Low,49,10,40,https://roadmap.sh/full-stack
379,20,7.7,0,71,68,42,69,78,79,87,74,73,1,1,No,Product Manager,UI/UX Designer,Data Scientist,77,coding_skill_score,aptitude_test_score,teamwork_score,Medium,55,9,52,https://roadmap.sh/product-manager
380,19,7.7,0,66,81,87,79,75,79,65,50,54,1,1,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,69,leadership_score,extracurricular_score,aptitude_test_score,Low,50,10,42,https://roadmap.sh/ai-data-scientist
381,22,6.1,0,86,72,89,75,69,70,65,39,62,1,5,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,69,communication_score,extracurricular_score,coding_skill_score,Low,62,7,51,https://roadmap.sh/ai-engineer
382,24,9.5,0,74,68,92,88,80,58,55,68,48,1,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,84,problem_solving_score,extracurricular_score,teamwork_score,Low,68,6,59,https://roadmap.sh/full-stack
383,22,6.0,0,60,73,83,90,68,54,51,79,44,2,4,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,84,leadership_score,coding_skill_score,communication_score,Low,74,5,62,https://roadmap.sh/devops
384,19,5.7,0,55,81,74,71,62,64,50,87,47,2,5,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,76,leadership_score,aptitude_test_score,teamwork_score,Low,72,5,61,https://roadmap.sh/devops
385,23,8.9,0,87,54,39,75,69,79,76,63,90,0,4,No,UI/UX Designer,Product Manager,Mobile App Developer,74,teamwork_score,coding_skill_score,problem_solving_score,Medium,56,8,53,https://roadmap.sh/ux-design
386,24,7.1,0,83,72,86,68,67,59,45,54,70,3,1,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,81,coding_skill_score,communication_score,extracurricular_score,Low,69,6,65,https://roadmap.sh/android
387,23,7.6,0,73,77,85,78,67,76,67,54,62,2,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,77,leadership_score,communication_score,aptitude_test_score,Low,61,7,55,https://roadmap.sh/full-stack
388,24,9.2,1,85,78,66,80,81,69,71,73,45,1,0,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,75,problem_solving_score,communication_score,teamwork_score,Medium,51,9,49,https://roadmap.sh/devops
389,19,8.7,1,65,80,78,73,76,71,58,84,51,1,1,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,79,extracurricular_score,teamwork_score,communication_score,Low,56,8,50,https://roadmap.sh/ai-data-scientist
390,23,8.4,2,86,63,88,77,58,72,42,46,49,1,4,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,77,extracurricular_score,coding_skill_score,communication_score,Low,64,7,62,https://roadmap.sh/android
391,21,9.7,0,98,82,94,92,65,77,57,34,52,0,3,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,85,teamwork_score,communication_score,extracurricular_score,Low,60,8,57,https://roadmap.sh/ai-engineer
392,23,7.8,0,89,74,71,78,74,63,62,86,57,0,4,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,70,coding_skill_score,problem_solving_score,leadership_score,Medium,54,9,53,https://roadmap.sh/devops
393,20,9.3,0,82,81,89,81,83,70,65,66,61,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,91,communication_score,leadership_score,problem_solving_score,Low,66,6,62,https://roadmap.sh/devops
394,23,7.2,0,79,67,73,86,61,57,54,33,69,2,4,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,74,extracurricular_score,teamwork_score,aptitude_test_score,Low,68,6,62,https://roadmap.sh/ai-engineer
395,21,7.3,3,81,95,84,72,62,60,46,49,53,0,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,67,coding_skill_score,leadership_score,aptitude_test_score,Low,46,10,36,https://roadmap.sh/ai-data-scientist
396,22,8.3,0,87,68,85,80,72,62,45,50,61,1,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,76,teamwork_score,extracurricular_score,problem_solving_score,Low,60,8,54,https://roadmap.sh/android
397,20,7.7,0,76,73,93,64,63,58,50,61,47,1,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,77,leadership_score,communication_score,problem_solving_score,Low,58,8,56,https://roadmap.sh/android
398,21,8.6,0,92,75,72,81,62,78,59,57,52,1,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,88,teamwork_score,leadership_score,aptitude_test_score,Low,67,6,58,https://roadmap.sh/ai-data-scientist
399,24,7.2,0,84,82,78,77,56,69,67,75,63,2,1,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,82,aptitude_test_score,teamwork_score,leadership_score,Low,64,7,61,https://roadmap.sh/cyber-security
400,23,9.5,0,58,73,83,96,63,67,56,77,42,0,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,79,extracurricular_score,communication_score,aptitude_test_score,Low,53,9,46,https://roadmap.sh/cyber-security
401,20,6.6,0,80,73,85,78,71,70,59,82,68,0,1,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,58,problem_solving_score,extracurricular_score,aptitude_test_score,Low,37,12,30,https://roadmap.sh/full-stack
402,23,6.6,0,97,68,73,69,69,63,52,61,48,0,4,No,AI / ML Engineer,Data Scientist,Full Stack Developer,76,aptitude_test_score,teamwork_score,coding_skill_score,Medium,57,8,52,https://roadmap.sh/ai-engineer
403,19,6.5,0,87,73,92,72,65,55,65,89,51,1,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,76,aptitude_test_score,leadership_score,communication_score,Low,63,7,54,https://roadmap.sh/full-stack
404,21,6.4,0,68,86,79,83,60,57,63,61,53,1,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,77,teamwork_score,problem_solving_score,aptitude_test_score,Low,58,8,49,https://roadmap.sh/cyber-security
405,19,7.5,0,74,85,59,59,77,99,84,77,77,1,5,Yes,Product Manager,UI/UX Designer,Data Scientist,85,aptitude_test_score,teamwork_score,extracurricular_score,Medium,72,5,69,https://roadmap.sh/product-manager
406,22,7.8,0,83,75,74,79,60,82,52,88,49,0,5,No,Data Scientist,AI / ML Engineer,Cloud Engineer,76,communication_score,teamwork_score,aptitude_test_score,Low,60,8,59,https://roadmap.sh/ai-data-scientist
407,22,8.9,0,60,69,75,75,58,76,62,75,42,1,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,85,communication_score,leadership_score,teamwork_score,Medium,63,7,56,https://roadmap.sh/cyber-security
408,24,8.5,0,96,76,85,68,64,61,60,30,48,0,2,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,71,problem_solving_score,extracurricular_score,leadership_score,Low,48,10,48,https://roadmap.sh/android
409,22,9.1,0,75,67,94,74,60,59,59,73,59,1,3,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,82,communication_score,extracurricular_score,leadership_score,Low,64,7,55,https://roadmap.sh/full-stack
410,23,9.6,1,96,71,81,90,62,54,62,42,59,1,5,No,AI / ML Engineer,Data Scientist,Full Stack Developer,92,problem_solving_score,coding_skill_score,aptitude_test_score,Low,76,4,65,https://roadmap.sh/ai-engineer
411,22,6.0,0,82,77,84,81,59,69,52,43,47,2,2,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,77,extracurricular_score,problem_solving_score,leadership_score,Low,64,7,55,https://roadmap.sh/blockchain
412,22,8.6,0,66,67,87,80,80,64,69,45,63,2,0,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,87,coding_skill_score,extracurricular_score,communication_score,Low,64,7,54,https://roadmap.sh/devops
413,24,9.7,0,68,64,41,75,80,79,83,34,75,1,2,No,Product Manager,UI/UX Designer,Data Scientist,89,leadership_score,teamwork_score,extracurricular_score,Medium,65,7,53,https://roadmap.sh/product-manager
414,22,6.6,0,74,74,91,73,66,58,58,32,56,2,1,No,AI / ML Engineer,Data Scientist,Full Stack Developer,79,problem_solving_score,coding_skill_score,aptitude_test_score,Low,62,7,58,https://roadmap.sh/ai-engineer
415,20,6.1,0,57,72,75,81,74,73,54,53,56,1,5,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,76,communication_score,problem_solving_score,aptitude_test_score,Low,66,6,61,https://roadmap.sh/cyber-security
416,22,7.9,1,95,63,91,72,72,75,59,32,51,0,1,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,78,coding_skill_score,communication_score,aptitude_test_score,Low,49,10,47,https://roadmap.sh/full-stack
417,19,7.5,0,64,72,78,85,72,60,63,83,64,1,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,73,leadership_score,coding_skill_score,extracurricular_score,Low,55,9,53,https://roadmap.sh/android
418,24,7.3,0,86,69,79,76,61,71,56,73,52,0,2,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,62,coding_skill_score,communication_score,teamwork_score,Medium,43,11,40,https://roadmap.sh/full-stack
419,24,8.1,0,57,66,86,70,82,54,57,76,53,1,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,71,teamwork_score,coding_skill_score,leadership_score,Medium,54,9,52,https://roadmap.sh/devops
420,22,5.9,0,70,84,74,81,70,78,50,79,43,0,4,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,68,communication_score,extracurricular_score,aptitude_test_score,Low,52,9,51,https://roadmap.sh/cyber-security
421,23,6.1,0,78,81,96,92,68,48,53,47,54,0,2,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,61,communication_score,teamwork_score,extracurricular_score,Low,42,11,33,https://roadmap.sh/blockchain
422,20,7.7,2,98,82,93,88,59,55,57,63,59,1,3,No,AI / ML Engineer,Data Scientist,Full Stack Developer,72,extracurricular_score,communication_score,aptitude_test_score,Low,58,8,49,https://roadmap.sh/ai-engineer
423,23,8.4,0,70,61,77,80,71,69,59,88,51,1,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,88,teamwork_score,extracurricular_score,leadership_score,Medium,67,6,59,https://roadmap.sh/full-stack
424,19,6.6,0,87,65,50,59,92,91,85,41,70,0,3,Yes,Product Manager,UI/UX Designer,Data Scientist,75,extracurricular_score,teamwork_score,communication_score,Medium,54,9,52,https://roadmap.sh/product-manager
425,20,7.0,1,66,73,89,69,62,70,48,85,55,0,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,66,coding_skill_score,problem_solving_score,communication_score,Low,48,10,45,https://roadmap.sh/devops
426,24,9.2,2,93,86,84,93,62,75,55,53,42,1,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,82,problem_solving_score,coding_skill_score,extracurricular_score,Low,64,7,53,https://roadmap.sh/cyber-security
427,20,8.5,0,56,72,93,85,59,55,67,83,60,1,1,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,74,communication_score,extracurricular_score,coding_skill_score,Low,53,9,43,https://roadmap.sh/ai-engineer
428,22,9.4,0,83,70,85,82,68,54,46,42,51,1,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,94,communication_score,extracurricular_score,leadership_score,Low,74,5,70,https://roadmap.sh/full-stack
429,22,9.8,0,80,70,48,60,80,71,52,87,86,1,3,No,UI/UX Designer,Product Manager,Mobile App Developer,91,leadership_score,coding_skill_score,aptitude_test_score,Medium,69,6,67,https://roadmap.sh/ux-design
430,24,9.3,0,94,79,85,78,64,65,53,48,56,1,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,85,leadership_score,teamwork_score,aptitude_test_score,Low,66,6,63,https://roadmap.sh/cyber-security
431,22,6.1,0,79,75,88,67,63,58,64,80,69,2,3,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,68,teamwork_score,communication_score,problem_solving_score,Low,61,7,51,https://roadmap.sh/android
432,22,6.2,0,81,75,74,76,65,74,55,31,59,1,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,62,extracurricular_score,coding_skill_score,aptitude_test_score,Low,49,10,45,https://roadmap.sh/devops
433,22,8.2,0,69,81,90,87,75,62,59,32,62,1,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,74,teamwork_score,coding_skill_score,communication_score,Low,56,8,52,https://roadmap.sh/ai-data-scientist
434,19,9.7,0,94,84,69,76,76,63,52,70,65,2,0,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,92,extracurricular_score,leadership_score,communication_score,Low,67,6,56,https://roadmap.sh/ai-data-scientist
435,19,8.3,0,63,73,76,71,67,63,62,79,53,2,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,77,aptitude_test_score,extracurricular_score,communication_score,Medium,64,7,57,https://roadmap.sh/full-stack
436,20,6.2,0,81,85,77,84,60,64,64,87,47,0,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,57,teamwork_score,leadership_score,coding_skill_score,Low,40,12,32,https://roadmap.sh/devops
437,22,6.9,3,65,64,42,76,92,98,97,71,76,0,4,No,Product Manager,UI/UX Designer,Data Scientist,73,communication_score,extracurricular_score,leadership_score,Medium,55,9,48,https://roadmap.sh/product-manager
438,23,9.4,0,72,82,44,75,90,97,90,71,82,1,1,No,Product Manager,UI/UX Designer,Data Scientist,86,extracurricular_score,teamwork_score,communication_score,Medium,60,8,52,https://roadmap.sh/product-manager
439,24,5.9,0,79,62,77,72,79,69,57,64,59,2,4,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,77,extracurricular_score,teamwork_score,problem_solving_score,Medium,70,6,58,https://roadmap.sh/devops
440,20,9.3,0,71,67,76,91,58,64,63,62,62,2,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,91,coding_skill_score,extracurricular_score,teamwork_score,Low,72,5,66,https://roadmap.sh/ai-engineer
441,20,8.0,0,76,77,88,87,69,72,59,87,52,2,5,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,89,teamwork_score,extracurricular_score,leadership_score,Low,80,4,77,https://roadmap.sh/devops
442,19,8.6,0,70,62,90,67,71,75,59,53,50,1,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,77,coding_skill_score,communication_score,problem_solving_score,Medium,61,7,56,https://roadmap.sh/full-stack
443,22,7.4,0,88,84,81,83,74,66,72,46,58,1,3,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,82,extracurricular_score,problem_solving_score,teamwork_score,Low,64,7,60,https://roadmap.sh/devops
444,23,7.6,0,87,69,81,81,77,56,59,77,51,0,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,67,aptitude_test_score,leadership_score,extracurricular_score,Low,46,10,36,https://roadmap.sh/full-stack
445,21,6.2,0,78,49,51,66,73,79,58,80,78,1,0,Yes,UI/UX Designer,Product Manager,Mobile App Developer,72,coding_skill_score,extracurricular_score,leadership_score,Medium,49,10,44,https://roadmap.sh/ux-design
446,21,9.2,0,91,77,89,89,57,82,59,60,63,1,5,No,Data Scientist,AI / ML Engineer,Cloud Engineer,96,extracurricular_score,communication_score,teamwork_score,Low,78,4,67,https://roadmap.sh/ai-data-scientist
447,22,5.9,0,94,86,59,72,90,86,78,32,65,1,5,Yes,Product Manager,UI/UX Designer,Data Scientist,65,leadership_score,teamwork_score,aptitude_test_score,Medium,60,8,57,https://roadmap.sh/product-manager
448,23,8.3,0,94,89,90,85,56,58,64,42,60,1,1,No,Data Scientist,AI / ML Engineer,Cloud Engineer,74,coding_skill_score,aptitude_test_score,problem_solving_score,Low,53,9,45,https://roadmap.sh/ai-data-scientist
449,21,7.4,0,93,73,88,86,44,59,56,31,53,1,0,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,75,aptitude_test_score,coding_skill_score,teamwork_score,Low,51,9,41,https://roadmap.sh/blockchain
450,19,6.2,0,71,53,52,63,86,70,53,33,82,0,5,No,UI/UX Designer,Product Manager,Mobile App Developer,75,coding_skill_score,aptitude_test_score,problem_solving_score,Medium,60,8,55,https://roadmap.sh/ux-design
451,19,6.6,2,62,79,54,82,73,90,84,61,61,0,4,No,Product Manager,UI/UX Designer,Data Scientist,73,communication_score,leadership_score,extracurricular_score,Medium,55,9,45,https://roadmap.sh/product-manager
452,21,5.6,0,56,60,90,82,72,61,55,78,60,1,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,62,extracurricular_score,teamwork_score,leadership_score,Low,52,9,44,https://roadmap.sh/android
453,23,7.1,3,70,77,76,78,78,62,51,32,48,3,5,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,80,communication_score,aptitude_test_score,leadership_score,Low,81,4,71,https://roadmap.sh/full-stack
454,23,9.8,0,68,73,80,74,62,56,68,64,43,2,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,87,teamwork_score,leadership_score,aptitude_test_score,Low,70,6,64,https://roadmap.sh/cyber-security
455,24,8.1,2,75,71,77,76,70,74,60,75,49,3,3,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,94,leadership_score,aptitude_test_score,coding_skill_score,Medium,83,4,71,https://roadmap.sh/devops
456,24,8.1,0,55,83,97,80,70,55,63,61,48,0,3,No,AI / ML Engineer,Data Scientist,Full Stack Developer,68,extracurricular_score,teamwork_score,communication_score,Low,49,10,49,https://roadmap.sh/ai-engineer
457,21,7.0,0,93,84,69,84,67,64,43,30,50,1,4,No,Data Scientist,AI / ML Engineer,Cloud Engineer,69,extracurricular_score,aptitude_test_score,teamwork_score,Low,59,8,51,https://roadmap.sh/ai-data-scientist
458,20,9.0,0,69,92,88,92,53,64,49,61,63,3,5,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,98,coding_skill_score,aptitude_test_score,leadership_score,Low,91,4,84,https://roadmap.sh/ai-data-scientist
459,24,6.2,0,91,60,96,64,72,60,49,38,62,2,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,problem_solving_score,teamwork_score,coding_skill_score,Medium,66,6,64,https://roadmap.sh/android
460,19,8.1,0,84,61,43,66,67,78,73,33,89,3,3,No,UI/UX Designer,Product Manager,Mobile App Developer,94,communication_score,aptitude_test_score,leadership_score,Medium,83,4,69,https://roadmap.sh/ux-design
461,22,5.7,1,89,87,81,68,82,60,63,86,45,1,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,65,problem_solving_score,extracurricular_score,aptitude_test_score,Low,51,9,44,https://roadmap.sh/devops
462,22,8.2,0,85,76,74,77,60,73,53,51,44,2,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,87,leadership_score,problem_solving_score,coding_skill_score,Low,73,5,69,https://roadmap.sh/ai-data-scientist
463,23,7.4,0,83,70,88,95,45,50,54,54,44,0,5,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,78,leadership_score,teamwork_score,communication_score,Low,61,7,50,https://roadmap.sh/blockchain
464,22,8.4,0,73,92,85,91,67,58,55,85,57,1,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,87,leadership_score,extracurricular_score,coding_skill_score,Low,67,6,60,https://roadmap.sh/ai-data-scientist
