student_id,age,cgpa,backlogs,attendance_percentage,aptitude_test_score,coding_skill_score,problem_solving_score,teamwork_score,communication_score,leadership_score,mock_interview_score,extracurricular_score,internships_done,projects_count,hackathon_participation,recommended_career,alt_career_1,alt_career_2,match_confidence,skill_gap_1,skill_gap_2,skill_gap_3,gap_severity,readiness_score,est_weeks_to_ready,peer_benchmark_percentile,learning_roadmap_url
1122,24,7.25,0,60,76,84,98,42,45,51,29,48,3,2,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,85,teamwork_score,problem_solving_score,communication_score,Low,75,5,67,https://roadmap.sh/blockchain
1123,24,5.19,0,72,80,89,86,69,71,52,39,59,2,6,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,79,aptitude_test_score,problem_solving_score,coding_skill_score,Low,77,4,67,https://roadmap.sh/devops
1124,23,7.97,0,66,74,57,62,75,85,76,77,85,1,1,Yes,Product Manager,UI/UX Designer,Data Scientist,77,aptitude_test_score,leadership_score,teamwork_score,Medium,55,9,53,https://roadmap.sh/product-manager
1125,24,9.2,1,94,70,40,61,89,76,78,56,80,1,2,No,UI/UX Designer,Product Manager,Mobile App Developer,83,teamwork_score,aptitude_test_score,coding_skill_score,Medium,61,7,53,https://roadmap.sh/ux-design
1126,21,8.06,0,93,72,74,82,67,60,64,58,69,2,2,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,82,aptitude_test_score,coding_skill_score,leadership_score,Low,67,6,61,https://roadmap.sh/devops
1127,20,9.18,0,65,81,75,84,57,81,59,41,67,1,3,No,Data Analyst,Data Scientist,Full Stack Developer,93,extracurricular_score,aptitude_test_score,coding_skill_score,Low,70,6,67,https://roadmap.sh/data-analyst
1128,25,5.79,3,91,77,85,67,67,61,76,86,68,0,3,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,72,problem_solving_score,aptitude_test_score,communication_score,Low,52,9,46,https://roadmap.sh/devops
1129,20,6.68,1,63,73,63,65,72,78,97,80,77,0,0,Yes,Product Manager,UI/UX Designer,Data Scientist,62,coding_skill_score,extracurricular_score,problem_solving_score,Medium,37,12,37,https://roadmap.sh/product-manager
1130,25,5.53,1,68,79,42,66,88,86,95,75,84,1,2,Yes,Product Manager,UI/UX Designer,Data Scientist,72,leadership_score,communication_score,coding_skill_score,Medium,55,9,44,https://roadmap.sh/product-manager
1131,23,8.05,2,71,68,88,78,49,46,55,75,58,2,1,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,83,problem_solving_score,aptitude_test_score,extracurricular_score,Low,64,7,52,https://roadmap.sh/blockchain
1132,20,9.14,0,97,75,66,74,78,57,51,62,41,0,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,80,teamwork_score,communication_score,leadership_score,Medium,54,9,46,https://roadmap.sh/devops
1133,24,7.52,0,97,82,85,98,70,62,66,95,66,2,3,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,77,extracurricular_score,aptitude_test_score,communication_score,Low,67,6,64,https://roadmap.sh/cyber-security
1134,19,9.8,0,96,74,78,85,43,50,47,61,47,2,6,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,98,problem_solving_score,extracurricular_score,leadership_score,Low,88,4,74,https://roadmap.sh/blockchain
1135,22,9.74,0,90,85,59,83,73,100,80,68,64,1,2,No,Product Manager,UI/UX Designer,Data Scientist,82,problem_solving_score,leadership_score,extracurricular_score,Low,61,7,57,https://roadmap.sh/product-manager
1136,19,5.68,0,80,77,77,74,62,65,43,53,67,1,4,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,65,communication_score,extracurricular_score,aptitude_test_score,Low,57,8,56,https://roadmap.sh/ai-engineer
1137,23,7.19,0,85,84,76,74,54,62,42,32,46,2,2,No,AI / ML Engineer,Data Scientist,Full Stack Developer,74,teamwork_score,leadership_score,extracurricular_score,Low,62,7,53,https://roadmap.sh/ai-engineer
1138,21,9.08,0,56,67,70,81,62,65,71,30,59,1,5,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,81,communication_score,teamwork_score,problem_solving_score,Medium,69,6,58,https://roadmap.sh/devops
1139,23,8.31,0,58,73,95,90,79,65,68,58,49,0,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,86,teamwork_score,extracurricular_score,communication_score,Low,63,7,61,https://roadmap.sh/full-stack
1140,20,9.12,0,94,88,43,73,72,90,99,94,79,4,1,Yes,Product Manager,UI/UX Designer,Data Scientist,98,problem_solving_score,aptitude_test_score,leadership_score,Medium,85,4,81,https://roadmap.sh/product-manager
1141,23,5.9,0,57,94,80,91,58,60,56,57,48,1,4,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,69,leadership_score,coding_skill_score,problem_solving_score,Low,59,8,55,https://roadmap.sh/ai-data-scientist
1142,19,5.65,0,58,84,86,85,74,81,60,69,42,1,6,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,68,extracurricular_score,coding_skill_score,communication_score,Low,64,7,59,https://roadmap.sh/ai-data-scientist
1143,20,8.47,1,69,63,88,75,70,70,69,57,69,1,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,77,coding_skill_score,problem_solving_score,teamwork_score,Low,61,7,56,https://roadmap.sh/devops
1144,21,9.53,2,71,60,100,71,59,55,56,71,51,1,2,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,aptitude_test_score,teamwork_score,extracurricular_score,Low,65,7,63,https://roadmap.sh/full-stack
1145,21,9.4,0,67,75,82,80,56,53,66,50,69,2,0,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,77,leadership_score,extracurricular_score,communication_score,Low,58,8,51,https://roadmap.sh/blockchain
1146,22,8.0,2,55,58,50,72,78,92,71,72,82,1,4,Yes,UI/UX Designer,Product Manager,Mobile App Developer,76,extracurricular_score,aptitude_test_score,problem_solving_score,Medium,63,7,60,https://roadmap.sh/ux-design
1147,20,7.24,0,99,74,69,68,65,63,56,65,61,1,3,Yes,Data Analyst,Data Scientist,Full Stack Developer,78,problem_solving_score,aptitude_test_score,leadership_score,Medium,61,7,51,https://roadmap.sh/data-analyst
1148,23,5.09,0,80,74,94,73,61,74,48,28,64,1,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,62,coding_skill_score,aptitude_test_score,communication_score,Low,46,10,37,https://roadmap.sh/full-stack
1149,24,5.21,0,75,67,81,79,77,77,71,44,50,1,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,61,communication_score,extracurricular_score,coding_skill_score,Low,48,10,38,https://roadmap.sh/devops
1150,23,8.32,0,56,62,60,83,76,77,92,93,75,0,2,Yes,Product Manager,UI/UX Designer,Data Scientist,74,coding_skill_score,teamwork_score,extracurricular_score,Medium,50,10,42,https://roadmap.sh/product-manager
1151,19,9.25,0,66,73,96,73,83,55,57,39,63,1,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,communication_score,extracurricular_score,aptitude_test_score,Low,65,7,61,https://roadmap.sh/full-stack
1152,23,5.52,0,88,90,95,70,69,77,41,64,45,1,3,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,71,leadership_score,extracurricular_score,communication_score,Low,57,8,48,https://roadmap.sh/ai-engineer
1153,23,8.19,0,75,77,98,72,76,59,63,61,47,2,5,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,93,problem_solving_score,aptitude_test_score,extracurricular_score,Low,82,4,70,https://roadmap.sh/android
1154,20,8.05,0,82,76,65,77,59,75,58,33,47,0,1,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,67,teamwork_score,communication_score,leadership_score,Medium,43,11,37,https://roadmap.sh/ai-data-scientist
1155,19,8.86,0,62,85,94,90,50,63,56,77,63,1,3,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,92,teamwork_score,problem_solving_score,leadership_score,Low,70,6,59,https://roadmap.sh/blockchain
1156,21,5.55,0,58,63,83,66,69,51,54,46,64,3,2,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,70,aptitude_test_score,problem_solving_score,leadership_score,Medium,66,6,62,https://roadmap.sh/devops
1157,18,5.94,0,75,79,88,77,48,74,55,92,55,1,1,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,62,extracurricular_score,leadership_score,problem_solving_score,Low,46,10,42,https://roadmap.sh/cyber-security
1158,18,8.89,1,58,73,80,74,58,85,46,83,73,1,3,No,Data Analyst,Data Scientist,Full Stack Developer,82,leadership_score,communication_score,problem_solving_score,Low,64,7,60,https://roadmap.sh/data-analyst
1159,23,9.07,0,60,76,66,78,65,54,61,76,58,2,5,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,94,coding_skill_score,extracurricular_score,problem_solving_score,Medium,83,4,70,https://roadmap.sh/devops
1160,21,8.32,1,67,67,97,69,61,79,58,90,69,2,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,75,communication_score,aptitude_test_score,coding_skill_score,Low,60,8,57,https://roadmap.sh/full-stack
1161,19,9.76,0,79,67,86,88,68,52,72,72,55,2,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,98,extracurricular_score,teamwork_score,aptitude_test_score,Low,76,4,64,https://roadmap.sh/cyber-security
1162,25,8.85,0,84,75,72,84,85,69,65,39,61,4,1,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,91,teamwork_score,aptitude_test_score,extracurricular_score,Low,81,4,75,https://roadmap.sh/devops
1163,20,7.49,0,56,90,73,73,70,63,68,76,57,2,2,No,Data Analyst,Data Scientist,Full Stack Developer,74,aptitude_test_score,communication_score,problem_solving_score,Low,62,7,52,https://roadmap.sh/data-analyst
1164,23,8.08,0,65,81,90,78,88,60,50,26,59,1,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,72,aptitude_test_score,teamwork_score,communication_score,Low,58,8,54,https://roadmap.sh/devops
1165,22,8.82,0,92,56,74,79,81,68,63,87,60,0,2,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,79,teamwork_score,communication_score,aptitude_test_score,Medium,53,9,52,https://roadmap.sh/full-stack
1166,22,6.76,0,91,49,58,60,76,81,57,89,80,1,1,No,UI/UX Designer,Product Manager,Mobile App Developer,75,teamwork_score,aptitude_test_score,problem_solving_score,Medium,54,9,51,https://roadmap.sh/ux-design
1167,19,8.67,0,89,72,68,79,73,52,63,28,43,4,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,98,coding_skill_score,aptitude_test_score,problem_solving_score,Medium,88,4,80,https://roadmap.sh/cyber-security
1168,24,9.18,3,65,99,81,87,51,57,67,62,58,0,2,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,76,leadership_score,aptitude_test_score,teamwork_score,Low,51,9,44,https://roadmap.sh/ai-data-scientist
1169,21,5.52,0,90,63,52,77,69,85,69,64,90,3,4,Yes,UI/UX Designer,Product Manager,Mobile App Developer,84,extracurricular_score,teamwork_score,coding_skill_score,Medium,80,4,71,https://roadmap.sh/ux-design
1170,18,6.74,3,70,52,32,51,83,69,61,26,94,0,6,No,UI/UX Designer,Product Manager,Mobile App Developer,79,communication_score,coding_skill_score,leadership_score,High,65,7,63,https://roadmap.sh/ux-design
1171,24,6.78,0,77,83,100,85,69,65,66,49,50,1,3,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,78,leadership_score,coding_skill_score,extracurricular_score,Low,61,7,56,https://roadmap.sh/blockchain
1172,19,9.57,2,96,74,71,63,58,74,53,29,55,1,1,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,78,problem_solving_score,aptitude_test_score,teamwork_score,Medium,55,9,44,https://roadmap.sh/android
1173,18,9.75,0,93,70,83,92,71,77,51,79,50,1,2,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,79,problem_solving_score,extracurricular_score,coding_skill_score,Low,59,8,54,https://roadmap.sh/devops
1174,25,9.55,0,82,64,63,61,68,95,84,48,65,0,5,No,Product Manager,UI/UX Designer,Data Scientist,85,teamwork_score,extracurricular_score,aptitude_test_score,Medium,66,6,64,https://roadmap.sh/product-manager
1175,25,8.97,0,74,61,82,79,65,69,50,66,49,3,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,85,leadership_score,problem_solving_score,aptitude_test_score,Medium,75,5,65,https://roadmap.sh/android
1176,22,7.45,0,63,71,71,89,52,63,62,32,49,1,2,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,69,teamwork_score,communication_score,problem_solving_score,Low,53,9,43,https://roadmap.sh/ai-engineer
1177,20,5.72,3,86,83,75,72,73,68,62,56,56,1,2,No,Data Analyst,Data Scientist,Full Stack Developer,68,problem_solving_score,leadership_score,aptitude_test_score,Low,52,9,43,https://roadmap.sh/data-analyst
1178,19,8.41,0,75,70,93,64,57,53,54,72,47,1,6,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,96,coding_skill_score,aptitude_test_score,teamwork_score,Low,81,4,77,https://roadmap.sh/full-stack
1179,22,5.46,0,74,75,100,75,69,58,54,70,64,1,4,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,70,extracurricular_score,communication_score,coding_skill_score,Low,60,8,50,https://roadmap.sh/blockchain
1180,25,7.9,0,91,68,37,66,84,91,91,51,58,0,2,No,Product Manager,UI/UX Designer,Data Scientist,72,coding_skill_score,leadership_score,problem_solving_score,Medium,49,10,42,https://roadmap.sh/product-manager
1181,21,5.42,1,99,78,73,71,64,67,61,48,66,1,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,64,coding_skill_score,aptitude_test_score,problem_solving_score,Medium,53,9,50,https://roadmap.sh/cyber-security
1182,24,7.72,0,73,63,85,82,62,63,66,40,65,0,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,72,teamwork_score,problem_solving_score,communication_score,Low,52,9,46,https://roadmap.sh/android
1183,23,5.25,0,61,69,46,53,76,83,73,73,83,1,2,Yes,UI/UX Designer,Product Manager,Mobile App Developer,61,extracurricular_score,communication_score,leadership_score,Medium,48,10,47,https://roadmap.sh/ux-design
1184,20,9.93,0,80,81,72,96,70,57,59,80,59,2,3,No,Data Scientist,AI / ML Engineer,Cloud Engineer,85,coding_skill_score,extracurricular_score,leadership_score,Low,72,5,59,https://roadmap.sh/ai-data-scientist
1185,18,7.77,0,91,88,81,74,59,46,57,68,54,1,2,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,84,aptitude_test_score,problem_solving_score,extracurricular_score,Low,62,7,54,https://roadmap.sh/blockchain
1186,22,6.38,2,88,76,78,81,65,57,72,83,49,2,5,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,86,teamwork_score,extracurricular_score,leadership_score,Low,78,4,70,https://roadmap.sh/cyber-security
1187,19,8.77,0,88,75,59,74,85,99,93,81,79,3,1,Yes,Product Manager,UI/UX Designer,Data Scientist,81,aptitude_test_score,leadership_score,teamwork_score,Medium,69,6,59,https://roadmap.sh/product-manager
1188,19,8.2,2,83,72,70,74,61,76,73,92,49,1,5,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,83,communication_score,problem_solving_score,leadership_score,Medium,70,6,64,https://roadmap.sh/devops
1189,21,9.91,0,66,65,87,87,50,76,62,80,45,2,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,98,coding_skill_score,aptitude_test_score,teamwork_score,Low,76,4,71,https://roadmap.sh/cyber-security
1190,20,5.06,1,94,83,86,75,55,71,51,72,59,3,2,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,69,extracurricular_score,aptitude_test_score,coding_skill_score,Low,65,7,56,https://roadmap.sh/blockchain
1191,18,9.15,0,87,87,62,65,51,70,64,65,69,2,2,No,Data Analyst,Data Scientist,Full Stack Developer,82,leadership_score,problem_solving_score,extracurricular_score,Medium,67,6,56,https://roadmap.sh/data-analyst
1192,20,5.05,3,89,78,75,71,64,79,42,65,59,3,6,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,72,aptitude_test_score,leadership_score,coding_skill_score,Medium,79,4,74,https://roadmap.sh/ai-data-scientist
1193,18,8.59,0,75,74,43,53,84,78,75,51,96,3,2,No,UI/UX Designer,Product Manager,Mobile App Developer,96,problem_solving_score,communication_score,teamwork_score,Medium,81,4,74,https://roadmap.sh/ux-design
1194,23,9.58,0,99,81,85,69,57,70,66,51,46,1,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,89,aptitude_test_score,communication_score,coding_skill_score,Low,68,6,64,https://roadmap.sh/full-stack
1195,21,8.16,0,97,76,43,74,73,94,85,73,69,0,2,Yes,Product Manager,UI/UX Designer,Data Scientist,69,communication_score,aptitude_test_score,problem_solving_score,Medium,47,10,38,https://roadmap.sh/product-manager
1196,20,9.78,0,97,89,74,70,65,57,63,48,51,3,5,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,98,coding_skill_score,aptitude_test_score,problem_solving_score,Low,91,4,82,https://roadmap.sh/cyber-security
1197,22,5.89,0,71,77,94,67,74,73,56,29,61,0,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,63,leadership_score,teamwork_score,aptitude_test_score,Low,46,10,41,https://roadmap.sh/devops
1198,19,9.14,0,78,62,75,76,52,60,59,42,51,0,3,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,79,problem_solving_score,leadership_score,coding_skill_score,Medium,56,8,51,https://roadmap.sh/cyber-security
1199,19,8.17,0,84,71,66,82,85,69,47,52,54,1,3,No,DevOps Engineer,Cloud Engineer,Full Stack Developer,87,aptitude_test_score,teamwork_score,leadership_score,Medium,67,6,61,https://roadmap.sh/devops
1200,20,9.83,2,91,74,70,85,61,85,65,90,57,0,3,No,Data Analyst,Data Scientist,Full Stack Developer,80,extracurricular_score,aptitude_test_score,leadership_score,Low,57,8,49,https://roadmap.sh/data-analyst
1201,22,5.68,0,84,79,88,63,76,53,52,95,70,3,0,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,70,problem_solving_score,aptitude_test_score,extracurricular_score,Low,60,8,49,https://roadmap.sh/android
1202,25,7.52,0,59,89,92,78,48,51,50,70,50,1,2,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,82,coding_skill_score,aptitude_test_score,extracurricular_score,Low,61,7,56,https://roadmap.sh/blockchain
1203,19,8.59,0,94,79,61,71,70,55,52,78,52,4,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,92,coding_skill_score,aptitude_test_score,extracurricular_score,Medium,85,4,73,https://roadmap.sh/devops
1204,19,9.24,1,69,74,60,61,59,82,43,84,46,2,3,Yes,Data Analyst,Data Scientist,Full Stack Developer,83,teamwork_score,leadership_score,aptitude_test_score,Medium,70,6,65,https://roadmap.sh/data-analyst
1205,21,7.83,0,78,80,86,87,71,59,45,86,45,3,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,87,communication_score,coding_skill_score,leadership_score,Low,79,4,74,https://roadmap.sh/ai-data-scientist
1206,24,7.37,0,71,71,57,60,67,72,59,88,71,1,1,Yes,UI/UX Designer,Product Manager,Mobile App Developer,72,teamwork_score,problem_solving_score,extracurricular_score,Medium,52,9,51,https://roadmap.sh/ux-design
1207,18,5.5,0,94,68,82,82,63,53,44,37,42,0,2,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,65,teamwork_score,extracurricular_score,problem_solving_score,Low,45,11,42,https://roadmap.sh/cyber-security
1208,18,9.67,0,57,66,94,70,59,69,47,78,57,2,4,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,86,aptitude_test_score,communication_score,teamwork_score,Low,75,5,62,https://roadmap.sh/ai-engineer
1209,21,6.56,0,86,80,76,96,61,50,52,26,43,0,5,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,70,teamwork_score,communication_score,problem_solving_score,Low,57,8,46,https://roadmap.sh/blockchain
1210,18,5.47,0,79,61,89,66,56,54,69,74,72,2,2,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,69,extracurricular_score,teamwork_score,aptitude_test_score,Medium,59,8,53,https://roadmap.sh/full-stack
1211,20,8.96,3,62,71,74,78,61,59,45,25,42,1,6,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,89,aptitude_test_score,problem_solving_score,teamwork_score,Medium,77,4,68,https://roadmap.sh/cyber-security
1212,20,5.72,0,55,82,40,79,68,99,92,35,66,1,2,No,Product Manager,UI/UX Designer,Data Scientist,67,extracurricular_score,communication_score,problem_solving_score,Medium,52,9,48,https://roadmap.sh/product-manager
1213,24,8.09,0,66,64,75,83,62,72,63,41,64,2,2,Yes,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,83,coding_skill_score,teamwork_score,problem_solving_score,Medium,67,6,63,https://roadmap.sh/cyber-security
1214,23,9.74,1,77,76,76,81,62,77,51,39,66,0,0,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,83,communication_score,teamwork_score,aptitude_test_score,Low,49,10,47,https://roadmap.sh/devops
1215,25,9.01,2,71,70,97,84,56,50,50,90,42,2,4,No,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,83,leadership_score,aptitude_test_score,teamwork_score,Low,73,5,68,https://roadmap.sh/blockchain
1216,25,6.29,0,69,69,89,61,71,59,67,39,62,3,3,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,75,communication_score,aptitude_test_score,coding_skill_score,Medium,72,5,60,https://roadmap.sh/android
1217,21,7.02,0,88,71,96,76,65,59,49,50,60,1,6,No,AI / ML Engineer,Data Scientist,Full Stack Developer,86,communication_score,coding_skill_score,leadership_score,Low,75,5,66,https://roadmap.sh/ai-engineer
1218,24,5.59,0,88,61,79,64,79,57,67,26,61,1,2,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,61,aptitude_test_score,extracurricular_score,coding_skill_score,Medium,48,10,38,https://roadmap.sh/full-stack
1219,18,8.81,0,56,80,75,73,77,54,48,76,41,1,2,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,90,leadership_score,extracurricular_score,coding_skill_score,Low,66,6,62,https://roadmap.sh/devops
1220,18,6.26,0,55,75,90,75,66,77,47,44,55,2,4,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,83,coding_skill_score,communication_score,extracurricular_score,Low,73,5,69,https://roadmap.sh/ai-data-scientist
1221,19,8.98,0,89,53,39,63,63,69,50,86,90,4,4,No,UI/UX Designer,Product Manager,Mobile App Developer,98,teamwork_score,problem_solving_score,extracurricular_score,High,94,4,83,https://roadmap.sh/ux-design
1222,25,5.59,0,70,81,62,91,68,69,55,65,60,0,1,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,59,leadership_score,problem_solving_score,extracurricular_score,Low,38,12,34,https://roadmap.sh/cyber-security
1223,22,5.75,0,95,65,76,88,73,59,59,51,41,3,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,82,communication_score,leadership_score,teamwork_score,Low,76,4,68,https://roadmap.sh/devops
1224,24,6.25,0,72,74,93,75,62,72,61,32,41,1,1,Yes,Blockchain Developer,Full Stack Developer,Cybersecurity Analyst,63,coding_skill_score,teamwork_score,leadership_score,Low,46,10,44,https://roadmap.sh/blockchain
1225,25,9.6,0,87,60,100,74,72,52,55,44,62,2,4,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,88,aptitude_test_score,teamwork_score,extracurricular_score,Low,76,4,70,https://roadmap.sh/full-stack
1226,21,7.34,1,77,56,88,62,58,60,49,69,65,1,1,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,67,problem_solving_score,leadership_score,aptitude_test_score,Medium,49,10,47,https://roadmap.sh/full-stack
1227,20,7.74,0,59,98,73,89,63,84,44,27,69,2,6,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,81,communication_score,leadership_score,problem_solving_score,Low,78,4,65,https://roadmap.sh/ai-data-scientist
1228,18,5.28,0,56,64,63,66,86,74,71,83,46,0,3,No,Cloud Engineer,DevOps Engineer,Full Stack Developer,60,leadership_score,teamwork_score,communication_score,Medium,45,11,37,https://roadmap.sh/devops
1229,22,6.75,0,96,81,77,92,77,63,65,79,69,4,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,85,communication_score,teamwork_score,coding_skill_score,Low,84,4,74,https://roadmap.sh/ai-data-scientist
1230,24,8.28,2,83,60,69,83,67,61,46,28,52,4,4,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,98,problem_solving_score,teamwork_score,aptitude_test_score,Medium,94,4,89,https://roadmap.sh/devops
1231,24,9.23,0,77,57,81,84,73,73,44,45,70,0,6,No,Mobile App Developer,Full Stack Developer,UI/UX Designer,94,problem_solving_score,communication_score,teamwork_score,Medium,74,5,71,https://roadmap.sh/android
1232,23,7.55,1,79,83,79,68,62,79,69,41,57,4,4,No,AI / ML Engineer,Data Scientist,Full Stack Developer,97,extracurricular_score,aptitude_test_score,leadership_score,Low,94,4,87,https://roadmap.sh/ai-engineer
1233,20,7.37,1,97,83,79,67,69,67,62,29,59,2,3,Yes,DevOps Engineer,Cloud Engineer,Full Stack Developer,87,problem_solving_score,extracurricular_score,teamwork_score,Low,73,5,64,https://roadmap.sh/devops
1234,18,9.32,1,74,64,53,60,70,80,84,73,83,1,2,No,Product Manager,UI/UX Designer,Data Scientist,89,leadership_score,teamwork_score,aptitude_test_score,Medium,65,7,57,https://roadmap.sh/product-manager
1235,18,6.78,0,66,58,94,88,59,75,47,61,67,4,3,Yes,Full Stack Developer,Mobile App Developer,DevOps Engineer,92,leadership_score,extracurricular_score,coding_skill_score,Low,88,4,77,https://roadmap.sh/full-stack
1236,24,5.73,0,97,73,47,78,87,84,55,61,94,1,2,No,UI/UX Designer,Product Manager,Mobile App Developer,60,leadership_score,aptitude_test_score,extracurricular_score,Medium,48,10,46,https://roadmap.sh/ux-design
1237,22,7.68,3,80,64,61,75,74,57,72,37,49,3,0,No,Cybersecurity Analyst,Cloud Engineer,DevOps Engineer,81,teamwork_score,extracurricular_score,aptitude_test_score,Medium,66,6,57,https://roadmap.sh/cyber-security
1238,19,9.01,0,56,97,77,68,66,63,45,92,44,2,1,No,Data Scientist,AI / ML Engineer,Cloud Engineer,93,coding_skill_score,extracurricular_score,problem_solving_score,Low,70,6,64,https://roadmap.sh/ai-data-scientist
1239,25,5.31,0,61,81,76,64,57,59,44,31,52,2,3,No,Full Stack Developer,Mobile App Developer,DevOps Engineer,71,extracurricular_score,coding_skill_score,problem_solving_score,Medium,63,7,58,https://roadmap.sh/full-stack
1240,25,8.75,0,61,95,92,88,79,68,45,38,65,2,3,Yes,Data Scientist,AI / ML Engineer,Cloud Engineer,90,teamwork_score,leadership_score,coding_skill_score,Low,75,5,72,https://roadmap.sh/ai-data-scientist
1241,25,6.29,0,73,48,51,54,76,74,60,26,78,3,2,Yes,UI/UX Designer,Product Manager,Mobile App Developer,79,problem_solving_score,teamwork_score,coding_skill_score,High,71,5,66,https://roadmap.sh/ux-design
1242,25,7.36,0,88,65,90,90,55,73,55,84,47,1,0,Yes,AI / ML Engineer,Data Scientist,Full Stack Developer,75,communication_score,coding_skill_score,leadership_score,Low,51,9,41,https://roadmap.sh/ai-engineer
1243,20,5.56,0,64,61,39,66,65,92,67,74,77,3,3,No,UI/UX Designer,Product Manager,Mobile App Developer,82,extracurricular_score,problem_solving_score,coding_skill_score,Medium,76,4,68,https://roadmap.sh/ux-design
1244,18,9.39,0,61,65,82,85,79,64,56,95,45,0,2,Yes,Mobile App Developer,Full Stack Developer,UI/UX Designer,72,teamwork_score,aptitude_test_score,extracurricular_score,Low,49,10,41,https://roadmap.sh/android
1245,20,8.99,0,80,81,86,78,82,72,60,29,58,0,4,Yes,Cloud Engineer,DevOps Engineer,Full Stack Developer,85,aptitude_test_score,communication_score,teamwork_score,Low,63,7,58,https://roadmap.sh/devops
